,Term,fdr,es,nes
813,epidermis development (GO:0008544),0.39007089369980485,-0.7157447826394292,-1.127503263465197
814,response to peptide hormone (GO:0043434),0.3905401167938395,-0.7051797276619209,-1.127352759507236
815,positive regulation of release of cytochrome c from mitochondria (GO:0090200),0.39110284463206463,-0.7318998693750911,-1.1271987529449317
816,regulation of mitochondrial membrane potential (GO:0051881),0.3925625268726467,-0.7056592301544838,-1.12684425953236
817,regulation of establishment of cell polarity (GO:2000114),0.3925900490496237,-0.7576404564018775,-1.1267623933280622
818,blood vessel diameter maintenance (GO:0097746),0.3930891432772446,-0.7260033481273463,-1.1266114469621304
819,positive regulation of actin filament bundle assembly (GO:0032233),0.3946468553990982,-0.7111310561803371,-1.126295985317886
820,activation of protein kinase B activity (GO:0032148),0.3946834339215971,-0.7264483113908927,-1.1262169812249083
821,protein K48-linked deubiquitination (GO:0071108),0.3966934033627898,-0.7355692645265544,-1.1258386336051516
822,myotube differentiation (GO:0014902),0.39670387757563785,-0.733820591159393,-1.1257666243028035
823,regulation of multicellular organismal development (GO:2000026),0.39720457667880216,-0.7250463679289074,-1.1255181657625228
824,positive regulation of insulin secretion (GO:0032024),0.3974173875108764,-0.7216371378709884,-1.1255592523863467
825,positive regulation of protein modification process (GO:0031401),0.399955902266398,-0.6868893930947552,-1.1249349668600506
826,negative regulation of peptide hormone secretion (GO:0090278),0.39996862981649295,-0.7330538636492532,-1.1247974224165862
827,regulation of cytosolic calcium ion concentration (GO:0051480),0.3999739336053013,-0.6915442836682987,-1.1248639099522981
828,zymogen activation (GO:0031638),0.3999749700220032,-0.7129014110343302,-1.1247162215042932
829,mononuclear cell differentiation (GO:1903131),0.4001131554865878,-0.7202110208879877,-1.1249936959982556
830,positive regulation of phosphate metabolic process (GO:0045937),0.4006782880189026,-0.7100019587385261,-1.1245051256522158
831,positive regulation of protein localization to nucleus (GO:1900182),0.4029024800610057,-0.6959400628021588,-1.1239795717273346
832,positive regulation of protein phosphorylation (GO:0001934),0.4031898248630903,-0.6813916674538619,-1.1240106258869322
833,positive regulation of stress fiber assembly (GO:0051496),0.40334498715363015,-0.7128829890056286,-1.1238058990760091
834,negative regulation of lipid metabolic process (GO:0045833),0.40371062125991264,-0.7142005708361526,-1.1234383011253188
835,negative regulation of cell growth (GO:0030308),0.4038442060559688,-0.6964956941224335,-1.1236595327907561
836,fluid transport (GO:0042044),0.4038588217331636,-0.7309009129000672,-1.1234884438802761
837,ureteric bud development (GO:0001657),0.404103427756757,-0.7063586612270993,-1.123309510826906
838,negative regulation of gene expression (GO:0010629),0.404203656855795,-0.6802383513239273,-1.1235175354077491
839,response to zinc ion (GO:0010043),0.4055407804958797,-0.7114699328283087,-1.1229794565501514
840,regulation of monocyte differentiation (GO:0045655),0.40572384975399334,-0.7338550193027634,-1.1228934447529462
841,negative regulation of immune effector process (GO:0002698),0.40680982586091363,-0.7459974440893297,-1.122573884061735
842,regulation of peptide hormone secretion (GO:0090276),0.4068692063580954,-0.6944070585222694,-1.1226258465667995
843,regulation of endothelial cell proliferation (GO:0001936),0.4076652523863426,-0.6940425939716339,-1.1223251212925274
844,positive regulation of signaling receptor activity (GO:2000273),0.4078897405632631,-0.7183863553145947,-1.1216782316236693
845,positive regulation of chemotaxis (GO:0050921),0.40790442957903195,-0.706346595113982,-1.121750546037585
846,positive regulation of Ras protein signal transduction (GO:0046579),0.40793621433977834,-0.7039118351063385,-1.1222221281329916
847,triglyceride catabolic process (GO:0019433),0.4079665659764567,-0.7303861163796528,-1.1213720151712365
848,macrophage differentiation (GO:0030225),0.4080169778281645,-0.7210258515687916,-1.1219673992324024
849,regulation of endothelial cell migration (GO:0010594),0.4080525035473638,-0.6986816956737016,-1.1215286113605551
850,substantia nigra development (GO:0021762),0.40807806289301524,-0.7071698043738562,-1.12180323740281
851,positive regulation of wound healing (GO:0090303),0.408138471826327,-0.7055584669976913,-1.1218701829346645
852,protein destabilization (GO:0031648),0.4082294953292319,-0.7127547159012861,-1.1214104387239543
853,secondary alcohol biosynthetic process (GO:1902653),0.4082939034016101,-0.7147824228208024,-1.1219955617469264
854,glycerophospholipid metabolic process (GO:0006650),0.4084518844369,-0.6970993357571459,-1.1215447214901912
855,regulation of receptor signaling pathway via JAK-STAT (GO:0046425),0.4085829050997134,-0.7135173923895486,-1.1220530718220734
856,negative regulation of nervous system development (GO:0051961),0.4121952924887584,-0.7229228522749136,-1.1206169567527806
857,regulation of DNA binding (GO:0051101),0.4137382647357926,-0.7168006108228347,-1.1202489142791567
858,dopamine metabolic process (GO:0042417),0.4146824283785616,-0.7362689383526855,-1.1200309764548952
859,regulation of cell-matrix adhesion (GO:0001952),0.4163175718425695,-0.7067282895241025,-1.11960847636152
860,Fc receptor signaling pathway (GO:0038093),0.41681318799952494,-0.6920617492925184,-1.1196086660479814
861,positive regulation of peptidase activity (GO:0010952),0.41694201983568535,-0.724079974167914,-1.1194445529010688
862,positive regulation of cellular catabolic process (GO:0031331),0.42156584987356827,-0.6862428081975875,-1.118597456930924
863,regulation of cell adhesion (GO:0030155),0.42162448203132835,-0.6834001036555971,-1.1185051575188323
864,regulation of MAPK cascade (GO:0043408),0.42479258538923564,-0.684948586067158,-1.1178211850596949
865,Fc-gamma receptor signaling pathway involved in phagocytosis (GO:0038096),0.4252507019266409,-0.6990899281368852,-1.1178362491933773
866,positive regulation of cell adhesion mediated by integrin (GO:0033630),0.4253810955911435,-0.7324384067124599,-1.1176524352459103
867,positive regulation of lipid kinase activity (GO:0090218),0.4262459603627538,-0.7114513321575517,-1.117417571533595
868,cellular response to ketone (GO:1901655),0.42718646408041827,-0.7131223425862251,-1.1171938582881362
869,regulation of calcium ion import (GO:0090279),0.43072939195146265,-0.7107515964541878,-1.1165480616093832
870,negative regulation of anoikis (GO:2000811),0.43230450809517024,-0.7228974020490229,-1.1162536660938596
871,positive regulation of kinase activity (GO:0033674),0.4327266940277254,-0.683938217282379,-1.1160429963276608
872,regulation of G protein-coupled receptor signaling pathway (GO:0008277),0.43277017234412024,-0.7020657342790745,-1.1161161011168719
873,positive regulation of epithelial cell proliferation (GO:0050679),0.43652233121268075,-0.6878829027115314,-1.1154164867684773
874,negative regulation of endothelial cell migration (GO:0010596),0.43744421575706344,-0.7183643969712111,-1.1151860228068977
875,positive regulation of actin filament polymerization (GO:0030838),0.4377145998218948,-0.6983924975714955,-1.115066765076771
876,respiratory system development (GO:0060541),0.4386487650344802,-0.7004474840150238,-1.11481073943454
877,carbohydrate derivative biosynthetic process (GO:1901137),0.43874287204481505,-0.7062781965960561,-1.1148728571931288
878,Fc receptor mediated stimulatory signaling pathway (GO:0002431),0.4445191475565742,-0.6978649713028441,-1.1137899379028466
879,anterior/posterior pattern specification (GO:0009952),0.4445321299405269,-0.702120090306529,-1.1138657055764922
880,response to alcohol (GO:0097305),0.44507517726487683,-0.7300454921082118,-1.1136297883428041
881,response to organic cyclic compound (GO:0014070),0.44669005574251597,-0.7027602789340183,-1.1132920342884662
882,positive regulation of cytoskeleton organization (GO:0051495),0.4470021160653578,-0.6844313550798283,-1.1131983270771135
883,positive chemotaxis (GO:0050918),0.44720441435249325,-0.7290292509017294,-1.1130935721070918
884,import into cell (GO:0098657),0.44923942707381537,-0.6959604821238587,-1.112622990174628
885,osteoclast differentiation (GO:0030316),0.44924688501544785,-0.7070777308592259,-1.1126930025297272
886,hydrogen peroxide metabolic process (GO:0042743),0.4498404956302555,-0.7072414322183607,-1.1124516512185925
887,stress-activated MAPK cascade (GO:0051403),0.45250238578666657,-0.702620167545658,-1.111939559204798
888,xenobiotic transport (GO:0042908),0.45784029453916997,-0.7223842452083924,-1.1110964987849778
889,regulation of receptor recycling (GO:0001919),0.458009392785964,-0.7290065177143956,-1.111146741330036
890,activation of protein kinase activity (GO:0032147),0.45904525912784344,-0.6922204801042959,-1.1108289112513219
891,regulation of vascular endothelial growth factor receptor signaling pathway (GO:0030947),0.459620832039035,-0.7096490919898224,-1.1106693268451537
892,positive regulation of cysteine-type endopeptidase activity (GO:2001056),0.46010875389823813,-0.7013434246367364,-1.1105544675466752
893,establishment of protein localization to membrane (GO:0090150),0.4611996876450669,-0.697069080622175,-1.1102263427777836
894,regulation of Rho protein signal transduction (GO:0035023),0.4616734800347039,-0.6961273887609781,-1.1102341054362677
895,antigen processing and presentation of peptide antigen via MHC class I (GO:0002474),0.46259827701974426,-0.7080404660826936,-1.1099468415789653
896,heterochromatin assembly (GO:0031507),0.46352101416768327,-0.7110397233399327,-1.1097314523665502
897,regulation of epithelial cell proliferation (GO:0050678),0.4653966283107533,-0.6912656409238978,-1.109373155741446
898,embryonic limb morphogenesis (GO:0030326),0.46567100880930146,-0.7021363745932172,-1.1092475831453055
899,cellular senescence (GO:0090398),0.4670260427724739,-0.7191215611688714,-1.1089710977083633
900,bile acid and bile salt transport (GO:0015721),0.4680037259505811,-0.7126717403056084,-1.1087923318682213
901,positive regulation of cell-matrix adhesion (GO:0001954),0.46806058854034843,-0.7037347511754402,-1.108722207401565
902,anterior/posterior axis specification (GO:0009948),0.4685419524613767,-0.7339243212863041,-1.1083056245796203
903,glutathione derivative biosynthetic process (GO:1901687),0.46892953791031805,-0.6898718822094209,-1.1081079710775463
904,glutathione derivative metabolic process (GO:1901685),0.46892953791031805,-0.6898718822094209,-1.1081079710775463
905,regulation of peptidyl-serine phosphorylation (GO:0033135),0.46893059403630166,-0.687681969918744,-1.1084015714684288
906,positive regulation of glial cell differentiation (GO:0045687),0.46903944270883435,-0.7252982952541829,-1.108307660444456
907,positive regulation of secretion by cell (GO:1903532),0.4691735870633503,-0.6917387282286216,-1.1084557900466376
908,positive regulation of cyclin-dependent protein kinase activity (GO:1904031),0.47151767361482316,-0.7233989149499604,-1.1076258335004816
909,skeletal muscle contraction (GO:0003009),0.4720358355031499,-0.7096398921941651,-1.1074832017071927
910,regulation of actin filament polymerization (GO:0030833),0.47410714527680897,-0.6940892426556328,-1.1071240773374977
911,regulation of ruffle assembly (GO:1900027),0.47565628802944787,-0.7278481420619611,-1.106836245692622
912,response to fatty acid (GO:0070542),0.4772161575498459,-0.741621311188445,-1.1064323349158276
913,cognition (GO:0050890),0.477634505647858,-0.7060968921127906,-1.1064494641723315
914,positive regulation of cell-substrate adhesion (GO:0010811),0.4784829503987274,-0.6898602275377541,-1.1061564913842998
915,positive regulation of phosphorylation (GO:0042327),0.4796943428851088,-0.6729985437778371,-1.1059114756177697
916,cartilage development (GO:0051216),0.47991576948509557,-0.7002630907637792,-1.105785291276459
917,protein localization to lysosome (GO:0061462),0.4845534654160554,-0.7143783970790558,-1.1050413066268099
918,positive regulation of calcium ion transport into cytosol (GO:0010524),0.48487378890422195,-0.6988758902818911,-1.104875006210429
919,response to progesterone (GO:0032570),0.4859366149793623,-0.7002997938835189,-1.104648896198252
920,regulation of chemotaxis (GO:0050920),0.4863174294446466,-0.695644555401817,-1.104511975656798
921,response to growth factor (GO:0070848),0.4885460934612513,-0.6952059625575239,-1.1041479689325415
922,regulation of vasoconstriction (GO:0019229),0.4917609593769817,-0.7139570414284366,-1.1036108152494848
923,regulation of mitotic nuclear division (GO:0007088),0.49318663780473626,-0.7049255392246386,-1.1033394465273958
924,regulation of cell-cell adhesion mediated by cadherin (GO:2000047),0.49707632975358884,-0.7100789070968477,-1.1027115436091397
925,proteoglycan biosynthetic process (GO:0030166),0.4974136496871239,-0.7064095152752629,-1.102535243918593
926,pyrimidine-containing compound catabolic process (GO:0072529),0.49745928858797805,-0.7311924221213237,-1.102390306638787
